Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[28]     0.7    0.02    0.00 1505513         void std::__insertion_sort<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__ops::_Iter_comp_iter<mlx::vector_schedule::Simulator::Impl::priority() const::{lambda(unsigned int, unsigned int)#1}> >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__ops::_Iter_comp_iter<mlx::vector_schedule::Simulator::Impl::priority() const::{lambda(unsigned int, unsigned int)#1}>) [28]
-----------------------------------------------
                0.00    0.00   10320/3051079     mlx::model_system::(anonymous namespace)::Runner::readback(mlx::tensor_model::Tensor const&) [59]
                0.00    0.00   40864/3051079     mlx::control_schedule::Simulator::Impl::step() [55]
                0.00    0.00 1494381/3051079     mlx::matrix_schedule::Simulator::Impl::tick() [5]
                0.00    0.00 1505514/3051079     mlx::vector_schedule::Simulator::Impl::tick() [3]
[29]     0.4    0.01    0.00 3051079         mlx::model_io::PhysicalMux::Channel::advance(unsigned long) [29]
                0.00    0.00   10320/1556698     mlx::model_system::PhysicalMemory::advance(unsigned long) [17]
                0.00    0.00 3051079/7253258     mlx::model_system::PhysicalMemory::response() const [104]
                0.00    0.00  152637/2473538     mlx::model_io::PhysicalMux::checked_response() const [112]
-----------------------------------------------
                0.00    0.00       1/3092895     std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_insert_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [97]
                0.00    0.00       2/3092895     mlx::model_system::(anonymous namespace)::broadcast(unsigned long, std::vector<long, std::allocator<long> > const&, std::vector<long, std::allocator<long> > const&) [96]
                0.00    0.00       2/3092895     mlx::model_system::(anonymous namespace)::Runner::open_window(mlx::model_system::(anonymous namespace)::Task&) [74]
                0.00    0.00       3/3092895     main [1]
                0.00    0.00       3/3092895     mlx::model_system::(anonymous namespace)::Runner::load_pipelines(Json::Value const&) [86]
                0.00    0.00       3/3092895     std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mlx::tensor_model::Tensor>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mlx::tensor_model::Tensor&&) [95]
                0.00    0.00       4/3092895     mlx::model_system::(anonymous namespace)::Runner::readback(mlx::tensor_model::Tensor const&) [59]
                0.00    0.00       4/3092895     mlx::model_system::(anonymous namespace)::references(Json::Value const&, std::set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [93]
                0.00    0.00       4/3092895     void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [94]
                0.00    0.00       5/3092895     std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mlx::tensor_model::Tensor&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mlx::tensor_model::Tensor&) [92]
                0.00    0.00       6/3092895     std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mlx::tensor_model::Tensor> > >::_M_emplace_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, mlx::tensor_model::Tensor&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, mlx::tensor_model::Tensor&) [91]
                0.00    0.00      17/3092895     mlx::model_system::(anonymous namespace)::Runner::finish(unsigned int) [67]
                0.00    0.00      30/3092895     mlx::model_system::(anonymous namespace)::Runner::start(unsigned int) [65]
                0.00    0.00      41/3092895     mlx::model_system::(anonymous namespace)::Runner::Runner(Json::Value const&, Json::Value const&) [43]
                0.01    0.00 3092770/3092895     mlx::model_system::execute_ready_graph(Json::Value const&, Json::Value const&, std::filesystem::__cxx11::path const&) [2]
[30]     0.4    0.01    0.00 3092895         std::filesystem::__cxx11::path::~path() [30]
-----------------------------------------------
                0.00    0.00  398266/6838222     mlx::matrix_schedule::Simulator::Impl::tick() [5]
                0.01    0.00 6439956/6838222     mlx::vector_schedule::Simulator::Impl::tick() [3]
[31]     0.4    0.01    0.00 6838222         mlx::shared_array::Resources::unit_ready(mlx::shared_array::Unit, unsigned int) const [31]
-----------------------------------------------
                0.00    0.00 1494381/2999895     mlx::matrix_schedule::Simulator::Impl::tick() [5]
                0.01    0.00 1505514/2999895     mlx::vector_schedule::Simulator::Impl::tick() [3]
[32]     0.4    0.01    0.00 2999895         mlx::shared_array::Resources::enter(unsigned long) [32]
-----------------------------------------------
                0.00    0.00 1494381/2999895     mlx::matrix_schedule::Simulator::Impl::tick() [5]
                0.01    0.00 1505514/2999895     mlx::vector_schedule::Simulator::Impl::tick() [3]
[33]     0.4    0.01    0.00 2999895         mlx::shared_array::Resources::spm_ready() const [33]
-----------------------------------------------
                0.00    0.00  307423/1801804     mlx::model_events::Mapping::dependencies(unsigned long) const [11]
                0.01    0.00 1494381/1801804     mlx::matrix_schedule::Simulator::Impl::tick() [5]
[34]     0.4    0.01    0.00 1801804         mlx::model_events::PairFlow::revision() const [34]
-----------------------------------------------
                0.00    0.00  152592/1709242     mlx::model_io::AddressSpacePort::consume_response() [52]
                0.01    0.00 1556650/1709242     mlx::model_io::AddressSpacePort::response() const [41]
[35]     0.4    0.01    0.00 1709242         mlx::model_io::PhysicalMux::Channel::response() const [35]
                0.00    0.00 1709242/2473538     mlx::model_io::PhysicalMux::checked_response() const [112]
-----------------------------------------------
                0.01    0.00 1546378/1546378     mlx::model_system::execute_ready_graph(Json::Value const&, Json::Value const&, std::filesystem::__cxx11::path const&) [2]
[36]     0.4    0.01    0.00 1546378         mlx::shared_array::Resources::end_cycle() [36]
                0.00    0.00      96/192         mlx::shared_array::Resources::invariant() [156]
                0.00    0.00      96/96          std::vector<mlx::shared_array::Resources::Template, std::allocator<mlx::shared_array::Resources::Template> >::_M_erase(__gnu_cxx::__normal_iterator<mlx::shared_array::Resources::Template*, std::vector<mlx::shared_array::Resources::Template, std::allocator<mlx::shared_array::Resources::Template> > >) [162]
-----------------------------------------------
                0.00    0.00      96/1500729     mlx::shared_array::Resources::admit(mlx::shared_array::Offer const&, unsigned long) [62]
                0.00    0.00      96/1500729     mlx::shared_array::Resources::retire(mlx::shared_array::Lease const&) [69]
                0.01    0.00 1500537/1500729     mlx::shared_array::Resources::offer(unsigned long, unsigned int) const [4]
[37]     0.4    0.01    0.00 1500729         mlx::shared_array::Resources::caller(unsigned long) const [37]
-----------------------------------------------
                0.00    0.00  233472/700416      mlx::shared_array::Resources::complete_unit(mlx::shared_array::Unit, mlx::shared_array::Lease const&) [49]
                0.01    0.00  466944/700416      mlx::shared_array::Resources::claim_unit(mlx::shared_array::Unit, mlx::shared_array::Lease const&) [42]
[38]     0.4    0.01    0.00  700416         mlx::shared_array::Resources::service(mlx::shared_array::Unit, unsigned int) [38]
-----------------------------------------------
                0.00    0.00  152592/457776      mlx::model_io::PhysicalMux::Channel::submit(mlx::model_io::PhysicalRequest const&) [50]
                0.01    0.00  305184/457776      mlx::model_system::PhysicalMemory::advance(unsigned long) [17]
